DaftID,Url,Address,Property_Type,Price,Beds,Baths,Available_From,Furnished,Lease,Description,Date,Views
26115508,https://www.daft.ie/for-rent/apartment-3-bedroom-apartments-griffith-wood-griffith-avenue-drumcondra-dublin-9/3523581,"3 Bedroom Apartments, Griffith Wood, Griffith Avenue, Drumcondra, Dublin 9",Apartment,"€3,796 per month",3 Bed,3 Bath,Immediately,Yes,Minimum 1 Year,"First phase is fully complete, next phase now launching.

Griffith Wood recently launched an unrivalled and well designed amenity space with concierge, comprising of private dining/ entertaining spaces, lounge areas, meeting rooms, gym, yoga studio, screening room and an expansive co-working space available for the enjoyment of our residents

Life at Griffith Wood is the best of both worlds, where city living meets suburban serenity.

Griffith Wood apartments are meticulously designed and furnished for modern living. Homes are spacious and bright, with high ceilings and large windows that increase natural light. Each room is furnished to the highest specification, including home office furniture as standard. From the large double bed, en-suite and fitted wardrobe in your bedroom to the bespoke sofa and armchair in your living room, to the essential (and some non-essential) home appliances that populate the fitted kitchen, every aspect of the apartment is geared towards your comfort, enjoyment and well-being. Our 3 bed, 3 bathroom units are quite unique. 

But the Griffith Wood experience doesn’t start and end at your front door. As a resident, you’ll enjoy a range of benefits, including:

●        Concierge service 
●        Residents gym 
●        Residents lounge
●        Residents events
●        Co-working space
●        Meeting rooms
●        Onsite maintenance and management team 
●        Car parking and secure bicycle storage

Griffith Wood is an accessible, pet-friendly development, with an on-site playground and parkland setting.

This is evident in where your apartment is located too: on a main bus and bicycle route, and within walking distance of a DART station, as well as the area’s wonderful array of local shops, cafés, restaurants and schools. Dublin City Centre, Dublin City University, the International Financial Services Centre (IFSC) and East Point Business Park are all within easy reach by car and public transport, and Dublin City Airport is less than 15 minutes away by taxi. 

Please note that all images, floorplans and included are for illustrative and indicative purposes only. Individual features and layout may vary. Prospective tenants must satisfy themselves by inspection or otherwise as to the correctness of the property
""",17/05/2023,"64,612"
216343045,https://www.daft.ie/for-rent/house-5-griffeen-glen-dene-griffeen-glen-lucan-lucan-co-dublin/5274457,"5 Griffeen Glen Dene Griffeen Glen Lucan, Lucan, Co. Dublin",House,"€3,200 per month",3 Bed,3 Bath,3,"Jun 26th, 2023",Yes,"DNG Lettings present this stunning three-bedroom semi-detached home to the market within the mature location of Griffeen Glen Avenue, Lucan. Griffeen Drive is ideally located in Lucan, County Dublin. With access to the M50 from the N4 Dublin City Centre is only a 20 minutes€TMdrive. There are various bus routes within walking distance to the property also. Lucan has a host of its own amenities including Liffey Valley Shopping centre, Fonthill Retail Park, Griffeen Valley park and Lucan Golf Club.
 
This beautiful property comprises of bright entrance hallway, open plan bright and spacious kitchen/dining room,downstairs wc, 3 bedrooms with ample storage, main bathroom and master ensuite. Double doors from the kitchen dining room lead onto a beautifully landscaped garden that features a large stone patio with a lawn area and a generous block shed. The front of the property there is off street parking for 2 cars. 
entire house has 95m (ground floor 49,8m2 and 1st floor 44,2m2) and shed 18m2
Please email if you would like to arrange a viewing. 
We welcome Tenant CVs from HomeHak.com as applications for this property. Shortlist this property in your HomeHak account if you would like status updates.",22/06/2023,"2,825"
25308770,https://www.daft.ie/for-rent/house-19-liffey-dale-liffey-valley-park-lucan-lucan-co-dublin/5308770,"19 Liffey Dale, Liffey Valley Park, Lucan, Lucan, Co. Dublin",House,"€3,500 per month",4 Bed,3 Bath,3,"Jul 10th, 2023",Yes,"4 bedroom 3 bathroom house to rent in Lucan

- Fully furnished semi-detached house
- Two off street private parking in driveway
- Close proximity to all amenities
- Located within 10 min walking distance  of Liffey valley Shopping centre, Fonthill retail park, LIDL, Tesco, ALDI.
- Within minutes' drive to M50 via N4
- Large south facing garden 
- Gas central heating
- Solid fuel stove
- Gas Cooker
- Double size Garden

Spacious four-bedroom semi-detached home within the mature location of Liffey Valley Park, Lucan, County Dublin. With access to the M50 from the N4 Dublin City Centre is only a 15-20 minutes drive. There are various bus routes within walking distance to the property also. Lucan has a host of its own amenities including Ballyowen Castle Shopping Centre, Liffey Valley Shopping centre, Fonthill Retail Park, ALDI, LIDL. This beautiful property comprises of bright entrance hallway, open plan bright and spacious kitchen/dining room, downstairs wc, 3 upstairs bedrooms and one side bedroom/playroom with ample storage, main bathroom and master ensuite. Double doors from the kitchen dining room lead onto a beautifully landscaped large south facing garden that features a large stone patio with a lawn area and a generous block shed. The front of the property there is off street parking for 2- 3 cars. 
Please email your details if you would like to arrange a viewing.",18/06/2023,"1,122"
216559202,https://www.daft.ie/for-rent/house-36-vernon-heath-clontarf-dublin-3/5296038,"36 Vernon Heath, Clontarf, Dublin 3",House,"€4,000 per month",4 Bed,3 Bath,Immediately,No,Minimum 1 Year,"-Prime Location

-Front & Rear Garden

-Off-Street Parking

This property located on Vernon Heath is a superb light filled linked-detached home set just off Vernon Avenue in a secluded cul de sac setting. The property is afforded a great deal of privacy and enjoys a uniquely tranquil setting in this most sought after location. This elegant four bedroom home has been meticulously maintained by the current owners and provides versatile and spacious accommodation throughout. 

Accommodation comprises of hallway with under stairs storage and guest WC. Double doors open through to the spacious living room, this space is flooded with natural light with the aid of a large bay window and a feature fire place. Double doors lead through to the dining room; this wonderful space opens out to the landscaped rear garden. Brand new kitchen being installed, to include integrated dishwasher, fridge freezer, oven, hob and extractor. Upstairs there are three spacious double bedrooms and one single. The master bedroom has a wonderful bay window and en-suite. A spacious bathroom completes the accommodation. 

The cobble lock driveway to the front of the property provides ample off street parking. The secluded rear garden has been landscaped to provide a low maintenance and tranquil space. This prime residential location offers easy access to all the amenities that Clontarf has to offer including a superb selection of cafes, restaurants, convenience stores and boutiques. It is within walking distance of the Sea front and St Anne€TM Park. Some of the best junior and secondary schools are located nearby and there are a host of sporting clubs in the immediate locality, including golf, sailing, rugby, GAA, hockey and tennis to mention but a few, catering for every ability and age. Bus stops within walking distance of the development ensure easy access to all parts of the capital and beyond.",22/06/2023,"2,099"
25309974,https://www.daft.ie/for-rent/house-seafield-road-east-dublin-3-clontarf-dublin-3/5309974,"Seafield Road East, Dublin 3, Clontarf, Dublin 3",House,"€3,577 per month",4 Bed,2 Bath,2,"Jun 26th, 2023",Yes,"Semi-detached four bed home in Clontarf. Very large, sunny, south facing rear garden with mature trees and planting. 

Ground floor sitting room, dining room, kitchen / diner, WC and garage providing access to rear garden.

First floor, three double bedrooms, one single bedroom, bathroom, separate WC, home office.

Walking distance to shops, restaurants etc. in Clontarf village.

Brilliant outdoor amenities, St. Anne's Park, Dollymount Strand, the North Bull Wall, Clontarf Prom. Excellent sports facilities covering GAA, Rugby, Cricket, Golf, Tennis, Soccer etc.
 
Catchment area for great schools.  

No smoking.

To view e:mail for appointment.",19/06/2023,"1,167"
216103182,https://www.daft.ie/for-rent/apartment-1-bed-walled-garden-wyckham-way-dundrum-dublin-14/4719534,"1 Bed, Walled Garden, Wyckham Way , Dundrum, Dublin 14",Apartment,"€2,157 per month",1 Bed,1 Bath,"Jun 26th, 2023",Yes,Minimum 1 Year,"The 1-bed apartments at Walled Garden are tastefully designed and laid out with a high-quality fit-out and furniture package.  The kitchens are fully fitted with Whirlpool dishwasher, oven/grill, hob, microwave and refrigerator and the utility room houses the washing machine/dryer, giving you extra space in your living area.  
The dining area is fitted out with table and chairs and extends to a generous living space with a large couch and coffee table with a balcony accessed from this room giving additional outdoor space. The balcony area is dressed with additional table and chairs and provides stunning views over the City or Mountains behind. 
The large bedroom has a double bed and built-in wardrobes to ensure more than enough storage with additional space. There is a large private bathroom with bath / shower and heated towel rails. 
There is there is limited parking available at an additional cost. T&Cs apply.",20/06/2023,"1,763"
216727747,https://www.daft.ie/for-rent/house-3-bedroom-house-royal-canal-park-ashtown-dublin-15/5313359,"3 Bedroom House, Royal Canal Park, Ashtown, Dublin 15",House,"€3,200 per month",3 Bed,3 Bath,"Jul 9th, 2023",Yes,Minimum 1 Year,"**Please send enquiry with full details of the proposed tenants & start date**

- Recently build A rated home 
- 3 double bedroom with fitted wardrobes
- Large living room to the front 
- Separate play room off kitchen
- Refuse / bins included in the rent 
- Off street parking for 2 cars
- Westerly aspect rear garden
- Pelletstown Train Station 5 Min Walk
- Ashington Park 5 Min Walk
- Broombridge Green Luas 10 Min Walk
- Excellent selection of shops, cafes and a gym nearby",22/06/2023,"1,120"
216671577,https://www.daft.ie/for-rent/house-hazelwood-park-artane/5307309,"Hazelwood Park, Artane",House,"€3,100 per month",3 Bed,2 Bath,Immediately,Yes,Minimum 1 Year,"Herbert & Lansdowne are delighted to offer this fantastic house to the Market. Hazelwood Park is a mature residential area close to a host of attractive amenities. Dollymount strand, St. Annes Park, Clontarf Promenade, Killester DART station, Beaumount Hospital, The City Centre, Airport & M50 are all within quick and easy access. The property itself has been extended and maintained to a high standard and briefly consists of: entrance hall with under stairs storage, large interconnecting living room, dining area with direct access to the rear patio, large kitchen with utility room, downstairs toilet, second Livingroom/ home office/ playroom. Upstairs there are 2 large double bedrooms with lots of built in wardrobe space, single bedroom with wardrobes, main bathroom. Outside there is a lawned front garden with off street parking & garage, to the rear there is a large rear garden with lawn, patio & shed.",22/06/2023,"1,720"
216507477,https://www.daft.ie/for-rent/apartment-24-stralem-mews-ongar-village/5290393,"24 Stralem Mews, Ongar Village",Apartment,"€2,800 per month",2 Bed,2 Bath,Immediately,Yes,Minimum 1 Year,"BEAUTIFUL MODERN 2 bedroom (2 double) ground floor apartment to let in a pleasant, quiet, gated community in one of Ongar's nicest neighbourhoods! 

All furniture brand new. The interior is fitted out with high quality furnishings and fixtures, with modern kitchen and integrated appliances. Tenants can choose which size beds are fitted.

On street parking included. Easy access to Dublin Airport, the N3 and the M50. Regular bus services located within minutes away. All amenities are within walking distance. 

Maintained by management company. 
12 month term. 
We're happy to help so contact us for viewings and information. 
Over 200 apartments across Dublin city!",22/06/2023,"2,488"
24715618,https://www.daft.ie/for-rent/house-1-cherrywood-park-shankill-dublin-18-laughanstown-co-dublin/4715618,"1 Cherrywood Park, Shankill, Dublin 18, Laughanstown, Co. Dublin",House,"€4,000 per month",3 Bed,3 Bath,Immediately,No,Minimum 1 Year,"Newly renovated 3 bed home, walk in wardrobe, 3 bathrooms, private rear garden and off street parking

UNFURNISHED

AVAILABLE IMMEDIATELY

Note- Garage not included. 

The ever popular Whelehan's Cafe and wine shop is within a short stroll away. Shankill and Cabinteely Villages are both close by and offer a variety of amenities including local shops and eateries and Dunnes Stories Cornelscourt shopping centre.  Cabinteely Park and Shanganagh Park are within easy reach offering various interesting walks, playgrounds and playing fields.  There are a number of local GAA, football, tennis and rugby clubs in the area, along with several Golf Clubs including Killiney, Old Conna and Dun Laoghaire Golf Clubs.  Marine pursuits are available at nearby Dun Laoghaire.

The area is well serviced by excellent transport links, with the N11 (QBC) a short stroll away offering  Dublin Bus routes 145, 84, 63, 7, the Aircoach, LUAS at Brides Glen/Cherrywood and DART at Shankill.

Viewing is highly recommended.",21/06/2023,"3,871"
